cat=0 name=Default onfoot=0 slow=0 fast=0 defaultstream=0
"ab_wall3" camnorm=1 alphamode=2 height=64 width=64 img=ef81c03f
"ab_wall4" camnorm=1 alphamode=2 height=64 width=64 img=c8456c40
"ab_walldamage" camnorm=1 alphamode=2 height=64 width=128 img=c57fa0fb
"ab_wallfan" camnorm=1 alphamode=2 height=64 width=128 img=83eae493
"ab_walllite" camnorm=1 alphamode=2 height=64 width=64 img=01bc56a8
"ab_wallPanel" camnorm=1 alphamode=2 height=64 width=64 img=de68a41f
"ab_wallpaper01" camnorm=1 alphamode=2 height=64 width=64 img=0d907002
"ab_wallpaper02" camnorm=1 alphamode=2 height=64 width=64 img=def3f0c1
"ab_walnut" camnorm=1 alphamode=2 height=64 width=64 img=00d8d3cb
"ab_walnutLite" camnorm=1 alphamode=2 height=64 width=64 img=d794be68
"ab_weeLite" camnorm=1 alphamode=2 height=64 width=256 img=0d0ebc4d
"ab_window_plastic" camnorm=1 alphamode=2 height=64 width=64 img=f64d230f
"ab_wood_pot" camnorm=1 alphamode=2 height=64 width=64 img=75c004f9
"ab_wood01" camnorm=1 alphamode=2 height=64 width=64 img=8b6af0a6
"ab_wood1" camnorm=1 alphamode=2 height=64 width=64 img=63be5774
"ab_wood02" camnorm=1 alphamode=2 height=64 width=64 img=26719e0c
"ab_woodborder" camnorm=1 alphamode=2 height=64 width=128 img=156731c5
"ab_wuzibet" camnorm=1 alphamode=2 height=64 width=64 img=48d24dfc
"ab_wuziMirror" camnorm=1 alphamode=2 height=64 width=64 img=7c228987
"ab_wuziwillow" camnorm=1 alphamode=2 height=64 width=128 img=e350acc3
"adobe_wall1" camnorm=1 alphamode=2 height=64 width=32 img=00e14741
"AH_Architrave" camnorm=1 alphamode=2 height=64 width=64 img=0e2eba77
"AH_ArchitraveM" camnorm=1 alphamode=2 height=64 width=64 img=9a242d26
"ah_BADCEIL" camnorm=1 alphamode=2 height=64 width=64 img=c1294c42
"ah_bantisto" camnorm=1 alphamode=2 height=64 width=64 img=7e3f898b
"AH_barchair" camnorm=1 alphamode=2 height=64 width=32 img=8eb1ecc3
"AH_barpanelM" camnorm=1 alphamode=2 height=64 width=64 img=d9a959cf
"AH_barpole1" camnorm=1 alphamode=2 height=64 width=64 img=ebb5b573
"AH_bartilegreen" camnorm=1 alphamode=2 height=64 width=64 img=63cd692a
"AH_bartop" camnorm=1 alphamode=2 height=64 width=64 img=43adafb8
"AH_bathbigblu" camnorm=1 alphamode=2 height=64 width=64 img=d0e3bdcb
"AH_bathmos" camnorm=1 alphamode=2 height=64 width=64 img=a8b06f3c
"AH_bathplanks" camnorm=1 alphamode=2 height=64 width=64 img=fd876695
"AH_bathwalls" camnorm=1 alphamode=2 height=64 width=64 img=1ebeb2d8
"ah_bdflwd" camnorm=1 alphamode=2 height=64 width=128 img=537d4ef2
"AH_beercabinet2" camnorm=1 alphamode=2 height=64 width=32 img=f9a05e5f
"AH_bgmartiles" camnorm=1 alphamode=2 height=64 width=64 img=86146e05
"AH_bigcurtains1" camnorm=1 alphamode=2 height=64 width=32 img=80f05801
"AH_bigcurtains2" camnorm=1 alphamode=2 height=64 width=32 img=a625b0e3
"AH_bigcurtains2_sfhsb3bits" camnorm=1 alphamode=2 height=64 width=32 img=d8fbfd76
"AH_bigwoodthing" camnorm=1 alphamode=2 height=64 width=64 img=5644d5f0
"AH_blackmar" camnorm=1 alphamode=2 height=64 width=64 img=ebf70b1c
"ah_blindfana" camnorm=1 alphamode=2 height=64 width=64 img=33475679
"AH_BLINDSM" camnorm=1 alphamode=2 height=64 width=64 img=a7b9b693
"ah_blu_paper" camnorm=1 alphamode=2 height=64 width=64 img=ccb752ac
"ah_blu_paper2" camnorm=1 alphamode=2 height=64 width=64 img=ba40e3e2
"ah_bluBADWL" camnorm=1 alphamode=2 height=64 width=64 img=ea18f50b
"AH_blucurtain" camnorm=1 alphamode=2 height=64 width=64 img=0005af43
"AH_blueceiling" camnorm=1 alphamode=2 height=64 width=64 img=139910d1
"ah_carp1" camnorm=1 alphamode=2 height=64 width=64 img=62c49772
"ah_carpet2kb" camnorm=1 alphamode=2 height=64 width=64 img=a8c1116b
"AH_carpet4kb" camnorm=1 alphamode=2 height=64 width=64 img=00011be6
"AH_carpet5kb" camnorm=1 alphamode=2 height=64 width=64 img=b608c08d
"ah_ceilpan1" camnorm=1 alphamode=2 height=64 width=64 img=5aa66dc7
"AH_cheapbarpan" camnorm=1 alphamode=2 height=64 width=64 img=c622b155
"AH_cheapredcarpet" camnorm=1 alphamode=2 height=64 width=64 img=1c942097
"AH_cheapwhoremainwall" camnorm=1 alphamode=2 height=64 width=64 img=054c6fdc
"AH_cheapwindow" camnorm=1 alphamode=2 height=64 width=64 img=fd823916
"AH_chevron" camnorm=1 alphamode=2 height=64 width=64 img=5de9e2ad
"ah_corn1" camnorm=1 alphamode=2 height=64 width=128 img=ab3e7370
"ah_corn2" camnorm=1 alphamode=2 height=64 width=128 img=04cb3b3c
"AH_cornice" camnorm=1 alphamode=2 height=64 width=64 img=cff352af
"ah_CRAKPLNK" camnorm=1 alphamode=2 height=64 width=64 img=6882cd5c
"ah_curtains1" camnorm=1 alphamode=2 height=64 width=64 img=f2c7959b
"ah_curwall" camnorm=1 alphamode=2 height=64 width=64 img=aca88c06
"AH_dirt1" camnorm=1 alphamode=2 height=64 width=64 img=3b1e0227
"AH_dirt64b2" camnorm=1 alphamode=2 height=64 width=64 img=b680065c
"AH_dirtmix_128" camnorm=1 alphamode=2 height=64 width=64 img=29f07cc3
"AH_dirtypix2" camnorm=1 alphamode=2 height=64 width=64 img=0558f5cc
"AH_dirtywalls8bit2" camnorm=1 alphamode=2 height=64 width=64 img=615a0871
"AH_drinkshelf" camnorm=1 alphamode=2 height=64 width=64 img=39eccfdb
"Ah_exit" camnorm=1 alphamode=2 height=64 width=128 img=370476be
"AH_fancyceil" camnorm=1 alphamode=2 height=64 width=64 img=3a0bb14f
"AH_fbatters" camnorm=1 alphamode=2 height=64 width=128 img=68f20de0
"AH_fbatters2" camnorm=1 alphamode=2 height=64 width=128 img=e4594523
"AH_filthrug1" camnorm=1 alphamode=2 height=64 width=64 img=84a23a18
"AH_filthtiles" camnorm=1 alphamode=2 height=64 width=64 img=60c5a7fe
"AH_filthtiles2" camnorm=1 alphamode=2 height=64 width=64 img=f287c69d
"AH_fitlhskirting" camnorm=1 alphamode=2 height=64 width=128 img=45d23a7e
"ah_FLKWIN" camnorm=1 alphamode=2 height=64 width=64 img=4b1db6c6
"AH_flrdiamonds" camnorm=1 alphamode=2 height=64 width=64 img=792c835d
"AH_flroortile1" camnorm=1 alphamode=2 height=64 width=64 img=f99c0886
"AH_flroortile2" camnorm=1 alphamode=2 height=64 width=64 img=961a9f8b
"AH_flroortile3" camnorm=1 alphamode=2 height=64 width=64 img=1f74687d
"AH_flroortile4" camnorm=1 alphamode=2 height=64 width=64 img=07cafaaa
"AH_flroortile5" camnorm=1 alphamode=2 height=64 width=64 img=f9675c6d
"AH_flroortile6" camnorm=1 alphamode=2 height=64 width=64 img=8cfaec7c
"AH_flroortile7" camnorm=1 alphamode=2 height=64 width=64 img=95ed24a8
"AH_flroortile8" camnorm=1 alphamode=2 height=64 width=64 img=5bd88d56
"AH_flroortile9" camnorm=1 alphamode=2 height=64 width=64 img=785f2658
"AH_flroortile11" camnorm=1 alphamode=2 height=64 width=64 img=a1f9e426
"AH_flroortile12" camnorm=1 alphamode=2 height=64 width=64 img=6ebdb340
"AH_flroortiledirt1" camnorm=1 alphamode=2 height=64 width=64 img=12821be5
"ah_flrtile1" camnorm=1 alphamode=2 height=64 width=64 img=2eb66392
"AH_flrwll" camnorm=1 alphamode=2 height=64 width=64 img=64d0a441
"AH_flrwllM" camnorm=1 alphamode=2 height=64 width=64 img=8e6a27e0
"AH_gbarrier" camnorm=1 alphamode=2 height=64 width=64 img=3bb02c8d
"ah_greencarp" camnorm=1 alphamode=2 height=64 width=64 img=53b226a1
"AH_greencurtain" camnorm=1 alphamode=2 height=64 width=64 img=79db9a23
"AH_grepaper2" camnorm=1 alphamode=2 height=64 width=64 img=bbf47e4c
"AH_grncarpet" camnorm=1 alphamode=2 height=64 width=64 img=18a7ceca
"ah_grnplstr" camnorm=1 alphamode=2 height=64 width=64 img=fdf95544
"ah_GRYSKT" camnorm=1 alphamode=2 height=64 width=128 img=8437afa5
"AH_halfcourt" camnorm=1 alphamode=2 height=64 width=128 img=149b4299
"ah_halltiles" camnorm=1 alphamode=2 height=64 width=64 img=738a9666
"AH_heat" camnorm=1 alphamode=2 height=64 width=128 img=42f9e43a
"AH_homiessharp" camnorm=1 alphamode=2 height=64 width=128 img=45fcd600
"AH_Ironbal" camnorm=1 alphamode=2 height=64 width=64 img=d704ce9e
"AH_landscap1" camnorm=1 alphamode=2 height=64 width=64 img=a7b2ec6d
"AH_landscap3" camnorm=1 alphamode=2 height=64 width=64 img=ce18ebc1
"ah_logend" camnorm=1 alphamode=2 height=64 width=64 img=07252a52
"ah_marcorn1" camnorm=1 alphamode=2 height=64 width=128 img=f6a784f0
"ah_mikebindsarse" camnorm=1 alphamode=2 height=64 width=64 img=b9f54bcc
"AH_mirror" camnorm=1 alphamode=2 height=64 width=64 img=02faa9f5
"AH_oldwdpan" camnorm=1 alphamode=2 height=64 width=64 img=3f1be351
"AH_orncorn" camnorm=1 alphamode=2 height=64 width=128 img=565bcbe6
"AH_paintbond" camnorm=1 alphamode=2 height=64 width=128 img=771e33ba
"ah_painting1" camnorm=1 alphamode=2 height=64 width=128 img=07f72346
"ah_painting2" camnorm=1 alphamode=2 height=64 width=128 img=be49e10e
"AH_pelmet" camnorm=1 alphamode=2 height=64 width=128 img=08b54967
"AH_picture2" camnorm=1 alphamode=2 height=64 width=64 img=c44de7b8
"AH_picture3" camnorm=1 alphamode=2 height=64 width=64 img=98e35989
"AH_picture4" camnorm=1 alphamode=2 height=64 width=64 img=ee8f0a26
"ah_pineceiling" camnorm=1 alphamode=2 height=64 width=64 img=7ddcfdcd
"AH_pinkcurtain" camnorm=1 alphamode=2 height=64 width=64 img=158b6b39
"ah_plnks1" camnorm=1 alphamode=2 height=64 width=64 img=742a7e33
"AH_plnskirting" camnorm=1 alphamode=2 height=64 width=128 img=d380c607
"ah_pluskirt" camnorm=1 alphamode=2 height=64 width=128 img=7f1f193d
"ah_pnwainscot" camnorm=1 alphamode=2 height=64 width=64 img=9851d63c
"ah_pnwainscot3" camnorm=1 alphamode=2 height=64 width=64 img=c764f03c
"ah_pnwainscot4" camnorm=1 alphamode=2 height=64 width=64 img=238cf51e
"ah_pnwainscot5" camnorm=1 alphamode=2 height=64 width=64 img=d3187e80
"ah_pnwainscot6" camnorm=1 alphamode=2 height=64 width=64 img=93f816e1
"ah_pnwainscot12" camnorm=1 alphamode=2 height=64 width=64 img=83a7b3ec
"ah_pnwainscotbroon" camnorm=1 alphamode=2 height=64 width=64 img=1473f929
"ah_pnwainskt" camnorm=1 alphamode=2 height=64 width=128 img=f35a9a0d
"ah_poshwdflr1" camnorm=1 alphamode=2 height=64 width=64 img=9a050770
"ah_posmarskirt" camnorm=1 alphamode=2 height=64 width=128 img=2858bd10
"ah_ramp" camnorm=1 alphamode=2 height=64 width=64 img=6a36959d
"AH_redcurtain" camnorm=1 alphamode=2 height=64 width=32 img=2a29aa69
"ah_RFPLSTR" camnorm=1 alphamode=2 height=64 width=64 img=cd5c0607
"ah_rotwindow" camnorm=1 alphamode=2 height=64 width=64 img=ac6052dc
"ah_rouren" camnorm=1 alphamode=2 height=64 width=64 img=fe8f533b
"AH_rykitiles" camnorm=1 alphamode=2 height=64 width=64 img=e774a083
"AH_ryskirt" camnorm=1 alphamode=2 height=64 width=64 img=813eb224
"AH_rywood" camnorm=1 alphamode=2 height=64 width=64 img=bfc19396
"ah_SCMFLR" camnorm=1 alphamode=2 height=64 width=64 img=265d3854
"AH_skirtM" camnorm=1 alphamode=2 height=64 width=64 img=33eb7195
"AH_skirtscum" camnorm=1 alphamode=2 height=64 width=64 img=6d10f0bb
"ah_skrtmorebroon" camnorm=1 alphamode=2 height=64 width=128 img=c81b3cec
"AH_skt5" camnorm=1 alphamode=2 height=64 width=128 img=872acddb
"ah_skylight" camnorm=1 alphamode=2 height=64 width=64 img=0c19ea08
"AH_speakbig" camnorm=1 alphamode=2 height=64 width=64 img=bcac0ae0
"ah_stainglass" camnorm=1 alphamode=2 height=64 width=64 img=9f4b1cec
"AH_stolewindow" camnorm=1 alphamode=2 height=64 width=64 img=5b59b022
"AH_stripwallcln" camnorm=1 alphamode=2 height=64 width=64 img=c9fb38d7
"AH_strntiles" camnorm=1 alphamode=2 height=64 width=64 img=fd4a9033
"AH_tile" camnorm=1 alphamode=2 height=64 width=64 img=2979a48b
"ah_utilbor1" camnorm=1 alphamode=2 height=64 width=64 img=9352bcd5
"ah_utilbor2" camnorm=1 alphamode=2 height=64 width=64 img=56e30a47
"ah_utilbor4" camnorm=1 alphamode=2 height=64 width=64 img=e5f41e9a
"ah_wallstyle1" camnorm=1 alphamode=2 height=64 width=64 img=fe8372cd
"ah_wallstyle2" camnorm=1 alphamode=2 height=64 width=64 img=b451cd3a
"ah_wallstyle3" camnorm=1 alphamode=2 height=64 width=64 img=8678b2d6
"AH_walltile1" camnorm=1 alphamode=2 height=64 width=64 img=5140b03f
"AH_walltile2" camnorm=1 alphamode=2 height=64 width=64 img=295bbdaa
"AH_walltile3" camnorm=1 alphamode=2 height=64 width=64 img=99081490
"AH_walltile4" camnorm=1 alphamode=2 height=64 width=64 img=35b275f6
"AH_walltile5" camnorm=1 alphamode=2 height=64 width=64 img=c1198fd4
"AH_walltile6" camnorm=1 alphamode=2 height=64 width=64 img=531a63bb
"AH_wdblinds" camnorm=1 alphamode=2 height=64 width=64 img=28c5bc4f
"AH_wdpanel" camnorm=1 alphamode=2 height=64 width=64 img=ee8962f6
"AH_wdpanelback" camnorm=1 alphamode=2 height=64 width=64 img=138ed3f9
"AH_wdpanelend" camnorm=1 alphamode=2 height=64 width=128 img=f5918d93
"AH_wdpanscum" camnorm=1 alphamode=2 height=64 width=64 img=07b0802f
"ah_whitiles" camnorm=1 alphamode=2 height=64 width=64 img=4343c319
"ah_whitpanelceil" camnorm=1 alphamode=2 height=64 width=64 img=c41c7a82
"AH_whoredoor" camnorm=1 alphamode=2 height=64 width=32 img=6b9c1d80
"ah_whtcorn" camnorm=1 alphamode=2 height=64 width=128 img=fa13fda8
"AH_windows" camnorm=1 alphamode=2 height=64 width=64 img=5058b184
"AH_windows1" camnorm=1 alphamode=2 height=64 width=64 img=043a9af8
"ah_wpaper1" camnorm=1 alphamode=2 height=64 width=64 img=49e3bc9f
"ah_wpaper3" camnorm=1 alphamode=2 height=64 width=64 img=96d2b38e
"ah_wpaper4" camnorm=1 alphamode=2 height=64 width=64 img=09b389d0
"ah_wpaper5" camnorm=1 alphamode=2 height=64 width=64 img=026afbbb
"ah_wpaper6" camnorm=1 alphamode=2 height=64 width=64 img=2f254ab3
"ah_wpaper7" camnorm=1 alphamode=2 height=64 width=64 img=8af48f2c
"ah_wpaper8" camnorm=1 alphamode=2 height=64 width=64 img=a77c7320
"ah_wpaper10" camnorm=1 alphamode=2 height=64 width=64 img=2817f20e
"ah_wpaper12" camnorm=1 alphamode=2 height=64 width=64 img=c66a2599
"ah_wpaper13" camnorm=1 alphamode=2 height=64 width=64 img=94e3e95f
"ah_wrnplnks" camnorm=1 alphamode=2 height=64 width=64 img=6055aae9
"ah_wwornskt" camnorm=1 alphamode=2 height=64 width=128 img=f0f4e69d
"ah_yelbadwall" camnorm=1 alphamode=2 height=64 width=64 img=aa2257e7
"ah_yelplnks" camnorm=1 alphamode=2 height=64 width=64 img=bcbbb194
"ahbobo_1" camnorm=1 alphamode=2 height=64 width=128 img=53e3833a
"ahomcarpet" camnorm=1 alphamode=2 height=64 width=64 img=36f9b8f8
"ahomcarpet2" camnorm=1 alphamode=2 height=64 width=64 img=0a6e81fa
"ahsjmlabeam" camnorm=1 alphamode=2 height=64 width=128 img=e1bf8631
"ahsjmpostbarx" camnorm=1 alphamode=2 height=64 width=64 img=e08ded53
"ahstandside" camnorm=1 alphamode=2 height=64 width=64 img=0bb9ed56
"alleydoor2" camnorm=1 alphamode=2 height=64 width=64 img=e6237f31
"alleydoor4" camnorm=1 alphamode=2 height=64 width=32 img=7f0d207d
"alleydoor8" camnorm=1 alphamode=2 height=64 width=64 img=1c9e20b5
"aluminiumbands256" camnorm=1 alphamode=2 height=64 width=64 img=28ef4e88
"aluminum_1" camnorm=1 alphamode=2 height=64 width=64 img=5b345d9b
"Alumox64" camnorm=1 alphamode=2 height=64 width=64 img=8d1889e7
"Alumox64_kickstart" camnorm=1 alphamode=2 height=64 width=64 img=476587a0
"Alumox64b" camnorm=1 alphamode=2 height=64 width=64 img=93592c88
"Alumplat64" camnorm=1 alphamode=2 height=64 width=64 img=4724aa94
"ammo_gunboard" camnorm=1 alphamode=2 height=64 width=64 img=f6873992
